CLIENTNUM,Attrition_Flag,Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,BinnedFeature,OrdinalFeature
709140858,Existing Customer,57,F,2,College,Single,Less than $40K,47,1,3,1,1727.0,996,731.0,0.22578745952310864,5112,82,0.18120624663435653,0.577,1,0,0,0,Low,High
774588633,Existing Customer,45,F,3,Graduate,Single,Less than $40K,39,2,2,3,1438.3,0,1438.3,0.2384456873712099,4928,84,0.2447495961227787,0.0,1,0,0,0,Low,Medium
788465583,Existing Customer,42,F,3,College,Single,$40K - $60K,35,2,3,3,6330.0,1573,4757.0,0.26464527524286136,3029,52,0.1973613354873452,0.248,1,0,0,0,Low,Low
741517458,Attrited Customer,49,F,4,Graduate,Married,Less than $40K,42,2,4,3,2575.0,2517,58.0,0.09125699146305563,1874,40,0.19897684437264407,0.977,1,0,0,0,Low,Medium
721112508,Existing Customer,48,F,3,Graduate,Married,Less than $40K,40,2,3,1,5298.0,0,5298.0,0.20194289078598765,4834,80,0.17959073774905765,0.0,1,0,0,0,Low,Medium
720734583,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,32,1,3,3,2540.0,1561,979.0,0.2631733882837798,5039,82,0.20059235325794295,0.615,1,0,0,0,Low,Medium
772286658,Attrited Customer,63,M,1,Graduate,Single,$60K - $80K,52,6,4,3,14324.0,2507,11817.0,0.12746541065646158,2083,56,0.17420570813139474,0.17500000000000002,1,0,0,0,Medium,High
771045708,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,28,2,3,3,1504.0,970,534.0,0.25434206652929053,2801,51,0.3276790522347873,0.645,1,0,0,0,Low,Low
711733308,Existing Customer,45,F,2,Uneducated,Single,Less than $40K,36,2,2,2,1839.0,0,1839.0,0.23020312040035326,4930,91,0.2110931610123856,0.0,1,0,0,0,Low,Medium
710518308,Existing Customer,54,F,2,Doctorate,Married,Less than $40K,35,1,4,2,1685.0,0,1685.0,0.134530468060053,4155,85,0.17959073774905765,0.0,1,0,0,0,Low,High
713152383,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,27,1,1,1,2840.0,2517,323.0,0.17397703856343832,4405,82,0.23263327948303716,0.886,1,0,0,0,Low,Low
771935283,Existing Customer,47,F,4,Graduate,Single,$40K - $60K,36,1,2,1,2977.0,1927,1050.0,0.21518987341772153,5217,88,0.19520732364028004,0.647,1,0,0,0,Low,Medium
825838908,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,35,1,5,1,1961.0,0,1961.0,0.18575213423609066,4846,92,0.22617124394184168,0.0,1,0,0,0,Low,Low
709082808,Existing Customer,53,F,2,High School,Married,Less than $40K,36,2,3,2,2156.0,1198,958.0,0.14924933765086842,5092,95,0.20436187399030697,0.556,1,0,0,0,Low,High
710937783,Existing Customer,53,F,0,Uneducated,Married,$40K - $60K,40,1,3,3,2772.0,2414,358.0,0.23697380041212837,5313,68,0.32148626817447495,0.871,1,0,0,0,Low,High
789540108,Existing Customer,29,F,1,Uneducated,Married,Less than $40K,21,2,1,3,2832.0,1819,1013.0,0.19841036208419194,4761,75,0.20032310177705978,0.642,1,0,0,0,Low,Low
709824633,Existing Customer,44,F,4,High School,Single,Less than $40K,35,2,5,3,1552.0,1375,177.0,0.29290550485722694,5064,80,0.24367259019924611,0.886,1,0,0,0,Low,Medium
717874533,Attrited Customer,46,M,2,High School,Single,$40K - $60K,36,5,2,2,6362.0,0,6362.0,0.17544892552251987,1968,51,0.20436187399030697,0.0,1,0,0,0,Low,Medium
712571883,Existing Customer,40,M,3,Graduate,Divorced,Less than $40K,36,1,3,2,11409.0,1658,9751.0,0.2911392405063291,4677,58,0.19009154550350027,0.145,0,0,0,1,Low,Low
716926758,Existing Customer,40,F,2,Uneducated,Single,Less than $40K,27,2,6,2,1965.0,0,1965.0,0.17898145422431558,4268,91,0.23074851911685515,0.0,1,0,0,0,Low,Low
716181858,Existing Customer,42,F,2,Uneducated,Married,$40K - $60K,29,1,2,2,1622.0,0,1622.0,0.20871357079776273,4633,67,0.17070543887991385,0.0,1,0,0,0,Low,Low
779613933,Existing Customer,38,F,4,Uneducated,Married,Less than $40K,27,1,3,1,1736.0,1319,417.0,0.1963497203414778,5045,86,0.20328486806677437,0.76,1,0,0,0,Low,Low
709678608,Existing Customer,49,M,4,High School,Married,$80K - $120K,36,2,3,3,24256.0,1076,23180.0,0.16720635855166324,4269,69,0.17312870220786217,0.044,1,0,0,0,High,Medium
714276408,Attrited Customer,52,F,3,Uneducated,Single,$40K - $60K,36,2,3,3,1915.0,1445,470.0,0.11009714453929938,2264,39,0.15078082929456116,0.755,1,0,0,0,Low,High
719953383,Existing Customer,38,F,4,College,Single,Less than $40K,27,2,3,3,1438.3,0,1438.3,0.21224609949955842,4564,79,0.19305331179321486,0.0,1,0,0,0,Low,Low
720503508,Existing Customer,44,F,1,Uneducated,Divorced,Less than $40K,37,1,2,3,5594.0,1235,4359.0,0.1616131881071534,5220,75,0.22320947765212712,0.221,1,0,0,0,Low,Medium
711232608,Attrited Customer,47,F,5,High School,Single,Less than $40K,36,2,3,2,1636.0,0,1636.0,0.20429790992051813,2235,35,0.15912762520193863,0.0,1,0,0,0,Low,Medium
708207783,Existing Customer,50,F,3,High School,Single,Less than $40K,42,1,3,2,1477.0,0,1477.0,0.20164851339417134,4680,80,0.20947765212708672,0.0,1,0,0,0,Low,Medium
719590458,Attrited Customer,44,F,4,Graduate,Married,Less than $40K,36,6,3,3,1905.0,0,1905.0,0.24874889608478068,3120,46,0.1577813677975229,0.0,1,0,0,0,Low,Medium
778679883,Existing Customer,39,M,2,Graduate,Single,$60K - $80K,19,1,2,1,6146.0,0,6146.0,0.16985575507800998,3645,76,0.14835756596661284,0.0,1,0,0,0,Low,Low
780230208,Existing Customer,53,M,2,College,Married,$40K - $60K,40,2,3,0,2672.0,1604,1068.0,0.18251398292611126,4766,75,0.2915993537964459,0.6000000000000001,1,0,0,0,Low,High
827703258,Existing Customer,42,M,4,High School,Married,$60K - $80K,38,2,2,2,13426.0,0,13426.0,0.2110685899322932,4674,66,0.23855681206246637,0.0,1,0,0,0,Medium,Low
807379833,Attrited Customer,48,M,3,Graduate,Divorced,$40K - $60K,43,2,3,3,9104.0,145,8959.0,0.225198704739476,2563,34,0.11227786752827142,0.016,1,0,0,0,Low,Medium
711178383,Existing Customer,47,M,2,Post-Graduate,Married,$80K - $120K,35,1,3,1,30300.0,1166,29134.0,0.2104798351486606,4146,64,0.2374798061389338,0.038,1,0,0,0,High,Medium
712203333,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,39,1,2,1,7088.0,1750,5338.0,0.18192522814247866,4691,76,0.1957458266020463,0.247,1,0,0,0,Low,High
709261383,Existing Customer,56,F,3,Graduate,Married,$40K - $60K,36,2,3,2,1872.0,661,1211.0,0.22254930821312924,4970,81,0.2501346257404416,0.353,1,0,0,0,Low,High
715829358,Existing Customer,33,F,4,College,Married,$40K - $60K,26,1,2,3,2874.0,2517,357.0,0.2148954960259052,4794,88,0.16155088852988694,0.876,1,0,0,0,Low,Low
713213133,Existing Customer,36,M,2,Graduate,Single,$40K - $60K,36,2,2,1,6763.0,1660,5103.0,0.16867824551074478,4972,76,0.2423263327948304,0.245,1,0,0,0,Low,Low
779442783,Existing Customer,39,F,1,Graduate,Single,Less than $40K,21,1,2,1,2867.0,1365,1502.0,0.14777745069178688,4445,89,0.20059235325794295,0.47600000000000003,1,0,0,0,Low,Low
721274208,Attrited Customer,41,F,2,High School,Single,Less than $40K,36,4,3,3,2201.0,2104,97.0,0.19075654989696791,2408,38,0.15697361335487345,0.9560000000000001,1,0,0,0,Low,Low
714076683,Attrited Customer,29,F,0,College,Married,Less than $40K,19,2,1,2,3261.0,2517,744.0,0.1872240211951722,2461,54,0.1997845988152935,0.772,1,0,0,0,Low,Low
788791383,Existing Customer,39,F,3,High School,Married,$40K - $60K,21,1,2,1,5027.0,0,5027.0,0.25110391521931114,4850,70,0.20193861066235866,0.0,1,0,0,0,Low,Low
711560058,Existing Customer,49,M,1,High School,Married,$60K - $80K,36,2,3,2,2465.0,1334,1131.0,0.2796585222254931,4806,83,0.206246634356489,0.541,1,0,0,0,Low,Medium
717657333,Existing Customer,43,F,3,Graduate,Single,Less than $40K,36,1,3,3,7584.0,1834,5750.0,0.24080070650574037,4783,65,0.17959073774905765,0.242,1,0,0,0,Low,Low
787482033,Attrited Customer,60,M,1,High School,Divorced,$80K - $120K,48,1,5,3,28930.0,0,28930.0,0.189873417721519,2251,27,0.06112008616047389,0.0,1,0,0,0,High,High
779141658,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,33,1,3,2,4963.0,2115,2848.0,0.22578745952310864,4989,78,0.18739903069466884,0.426,1,0,0,0,Low,Medium
813810333,Attrited Customer,50,M,3,Post-Graduate,Married,$60K - $80K,45,6,4,3,2049.0,0,2049.0,0.28672357962908446,2703,54,0.2692514808831449,0.0,1,0,0,0,Low,Medium
789613083,Existing Customer,47,M,3,Uneducated,Divorced,$60K - $80K,41,2,3,3,1943.0,0,1943.0,0.1454224315572564,5108,81,0.23801830910070007,0.0,1,0,0,0,Low,Medium
794540883,Existing Customer,56,F,1,Post-Graduate,Married,$40K - $60K,38,1,2,1,3485.0,1465,2020.0,0.19222843685604946,4776,87,0.2754442649434572,0.42,1,0,0,0,Low,High
811889808,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,38,3,5,1,23459.0,2305,21154.0,0.1872240211951722,7279,83,0.16882067851373184,0.098,1,0,0,0,Medium,Low
720509433,Existing Customer,51,F,2,College,Single,Less than $40K,31,2,1,3,2306.0,1627,679.0,0.14924933765086842,3776,70,0.25417339795368876,0.706,1,0,0,0,Low,High
715091208,Existing Customer,42,M,3,High School,Married,$80K - $120K,36,2,3,3,18177.0,841,17336.0,0.26140712393288196,8512,94,0.18282175551965538,0.046,1,0,0,0,Medium,Low
718200333,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,41,3,3,0,2894.0,2117,777.0,0.23255813953488375,7471,87,0.18120624663435653,0.732,1,0,0,0,Low,Medium
713487633,Existing Customer,44,M,3,Post-Graduate,Married,$80K - $120K,32,3,4,2,34516.0,1807,32709.0,0.19576096555784517,7663,91,0.1763597199784599,0.052000000000000005,1,0,0,0,High,Medium
789363408,Existing Customer,44,M,3,High School,Married,$120K +,34,3,1,2,34516.0,2517,31999.0,0.23962319693847514,7427,83,0.15239633817986,0.073,0,0,0,1,High,Medium
713916708,Existing Customer,53,M,3,Graduate,Single,$120K +,43,3,1,3,34516.0,2435,32081.0,0.22667059169855755,7758,98,0.19359181475498116,0.07100000000000001,0,1,0,0,High,High
823833483,Existing Customer,41,M,3,Graduate,Single,$40K - $60K,37,3,3,2,7839.0,1544,6295.0,0.2104798351486606,7904,83,0.2164781906300485,0.197,1,0,0,0,Low,Low
712879158,Existing Customer,49,M,1,High School,Married,$60K - $80K,36,2,2,3,6224.0,2201,4023.0,0.2449219899911687,7693,70,0.16908992999461497,0.354,0,1,0,0,Low,Medium
709474683,Existing Customer,42,F,3,College,Married,Less than $40K,13,3,2,3,6078.0,1478,4600.0,0.2499264056520459,8442,95,0.1367797522886376,0.243,1,0,0,0,Low,Low
772313358,Existing Customer,50,M,3,High School,Single,$80K - $120K,39,3,3,2,21322.0,2216,19106.0,0.27112157786282015,8693,91,0.15320409262250945,0.10400000000000001,1,0,0,0,Medium,Medium
711856683,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,36,2,3,3,1590.0,1273,317.0,0.18840153076243746,7352,80,0.22024771136241253,0.801,1,0,0,0,Low,High
718530258,Existing Customer,52,F,3,Uneducated,Divorced,Less than $40K,36,3,1,2,1986.0,1411,575.0,0.23520753606123052,7249,86,0.13704900376952076,0.71,1,0,0,0,Low,High
716288208,Existing Customer,48,M,3,Graduate,Single,$60K - $80K,36,2,1,1,15618.0,0,15618.0,0.2078304386223138,7549,77,0.17178244480344643,0.0,1,0,0,0,Medium,Medium
718712583,Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,33,3,1,1,34496.0,1665,32831.0,0.25993523697380044,8092,80,0.17959073774905765,0.048,1,0,0,0,High,Medium
806432433,Existing Customer,40,F,2,High School,Single,$40K - $60K,35,2,1,2,2544.0,1713,831.0,0.20488666470415073,8006,88,0.15374259558427575,0.673,1,0,0,0,Low,Low
709895508,Existing Customer,42,M,3,Graduate,Married,Less than $40K,36,2,2,1,6153.0,974,5179.0,0.2069473064468649,7434,92,0.1577813677975229,0.158,1,0,0,0,Low,Low
711542358,Existing Customer,42,F,4,High School,Married,Less than $40K,36,2,3,2,15987.0,1187,14800.0,0.17574330291433618,7471,88,0.12574044157242867,0.074,0,1,0,0,Medium,Low
816832383,Existing Customer,61,F,1,High School,Single,Less than $40K,56,3,2,2,3421.0,2266,1155.0,0.1939947012069473,6932,75,0.20032310177705978,0.662,1,0,0,0,Low,High
714042108,Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,36,3,2,2,11000.0,1013,9987.0,0.20518104209596705,7302,86,0.17609046849757676,0.092,1,0,0,0,Low,High
714664683,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,37,3,3,3,2490.0,0,2490.0,0.2458051221666176,8178,91,0.16047388260635434,0.0,1,0,0,0,Low,Medium
715436883,Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,36,2,2,1,2490.0,1582,908.0,0.22372681778039447,7719,86,0.16774367259019926,0.635,1,0,0,0,Low,Medium
715260558,Existing Customer,44,F,4,High School,Single,$40K - $60K,36,3,2,2,2055.0,0,2055.0,0.28701795702090077,7674,80,0.17043618739903071,0.0,1,0,0,0,Low,Medium
713364783,Existing Customer,42,F,1,Post-Graduate,Single,Less than $40K,28,3,3,0,3453.0,1010,2443.0,0.23579629084486312,8108,85,0.18847603661820142,0.292,1,0,0,0,Low,Low
718078008,Existing Customer,40,M,2,College,Divorced,$60K - $80K,36,3,2,1,20304.0,0,20304.0,0.2381513099793936,7494,85,0.17959073774905765,0.0,1,0,0,0,Medium,Low
798546408,Existing Customer,61,F,1,College,Single,Less than $40K,55,2,3,2,8283.0,1444,6839.0,0.20547541948778336,7553,104,0.14243403338718363,0.17400000000000002,1,0,0,0,Low,High
779018508,Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,35,2,2,2,11318.0,2082,9236.0,0.21577862820135413,7179,93,0.17016693591814758,0.184,1,0,0,0,Low,Medium
802668333,Attrited Customer,49,M,2,Graduate,Single,$80K - $120K,43,2,3,3,2384.0,1919,465.0,0.14718869590815425,3512,50,0.12681744749596124,0.805,1,0,0,0,Low,Medium
718320933,Existing Customer,47,M,3,Uneducated,Married,$60K - $80K,36,2,3,1,11919.0,2347,9572.0,0.24786576390933177,8257,96,0.1545503500269252,0.197,1,0,0,0,Low,Medium
789016983,Existing Customer,45,F,3,High School,Married,Less than $40K,32,2,5,1,2948.0,968,1980.0,0.2784810126582279,7834,86,0.13704900376952076,0.328,1,0,0,0,Low,Medium
708474333,Existing Customer,42,M,3,Graduate,Married,$60K - $80K,29,3,3,1,12294.0,2517,9777.0,0.2281424786576391,7906,87,0.1645126548196015,0.20500000000000002,1,0,0,0,Low,Low
711410958,Existing Customer,40,M,3,High School,Married,$60K - $80K,28,2,2,3,13452.0,2517,10935.0,0.22990874300853695,7582,69,0.24690360796984387,0.187,1,0,0,0,Low,Low
714047733,Existing Customer,53,F,3,Graduate,Single,$40K - $60K,45,2,2,1,4942.0,2119,2823.0,0.2113629673241095,7460,85,0.1626278944534195,0.429,1,0,0,0,Low,High
710061783,Attrited Customer,49,M,1,Graduate,Married,$40K - $60K,40,6,1,4,14973.0,0,14973.0,0.2634677656755961,4517,59,0.1182014001077006,0.0,1,0,0,0,Medium,Medium
711082908,Existing Customer,44,M,4,Uneducated,Single,$80K - $120K,31,3,2,3,19719.0,1303,18416.0,0.26788342655284075,8385,97,0.15212708669897687,0.066,1,0,0,0,Medium,Medium
751563933,Existing Customer,43,F,3,High School,Married,Less than $40K,36,3,3,2,9484.0,2451,7033.0,0.18751839858698852,7242,95,0.1367797522886376,0.258,1,0,0,0,Low,Low
720935658,Existing Customer,57,F,4,Post-Graduate,Single,Less than $40K,45,2,2,3,3059.0,1744,1315.0,0.18074771857521343,7709,89,0.1510500807754443,0.5700000000000001,1,0,0,0,Low,High
714754533,Existing Customer,51,M,0,Doctorate,Single,$120K +,44,3,2,3,34516.0,1925,32591.0,0.2249043273476597,8012,87,0.1567043618739903,0.056,0,0,1,0,High,High
714713508,Existing Customer,49,M,2,Doctorate,Divorced,$80K - $120K,36,3,3,1,25178.0,1803,23375.0,0.22578745952310864,7836,87,0.1567043618739903,0.07200000000000001,1,0,0,0,High,Medium
715038033,Existing Customer,61,M,1,Graduate,Single,Less than $40K,54,3,3,1,7169.0,629,6540.0,0.23756255519576097,8216,80,0.13704900376952076,0.088,1,0,0,0,Low,High
809169858,Existing Customer,62,M,2,Graduate,Single,$60K - $80K,56,2,3,2,18224.0,1383,16841.0,0.20753606123049748,7728,93,0.15508885298869146,0.076,1,0,0,0,Medium,High
779456508,Existing Customer,52,M,2,Graduate,Divorced,$60K - $80K,34,2,1,1,4813.0,0,4813.0,0.20400353252870182,7477,91,0.1763597199784599,0.0,1,0,0,0,Low,High
708693558,Existing Customer,50,F,3,High School,Single,Less than $40K,38,3,2,2,12569.0,2167,10402.0,0.1866352664115396,7344,95,0.18739903069466884,0.17200000000000001,0,0,0,1,Low,Medium
816073983,Existing Customer,53,F,2,College,Single,Less than $40K,48,2,2,2,8259.0,1182,7077.0,0.24197821607300563,7957,88,0.14647280560043083,0.14300000000000002,1,0,0,0,Low,High
715851333,Existing Customer,42,M,4,High School,Married,$60K - $80K,27,2,3,2,13804.0,1903,11901.0,0.21283485428319104,7376,97,0.14539579967689825,0.138,1,0,0,0,Medium,Low
715404783,Existing Customer,43,F,4,Graduate,Married,Less than $40K,35,3,3,0,6448.0,1464,4984.0,0.18104209596702972,7546,88,0.16962843295638128,0.227,1,0,0,0,Low,Low
773356008,Existing Customer,57,M,2,Post-Graduate,Divorced,$60K - $80K,51,2,3,3,5479.0,1200,4279.0,0.2349131586694142,7960,86,0.12331717824448035,0.219,1,0,0,0,Low,High
789525408,Existing Customer,50,F,0,Uneducated,Married,Less than $40K,42,3,4,2,3749.0,1594,2155.0,0.21725051516043567,7990,89,0.14378029079159937,0.425,1,0,0,0,Low,Medium
721212258,Existing Customer,48,M,4,High School,Single,$120K +,40,2,3,3,30210.0,1946,28264.0,0.2661171622019429,7403,88,0.14647280560043083,0.064,1,0,0,0,High,Medium
719625933,Existing Customer,41,M,3,Graduate,Married,$120K +,36,2,2,1,5807.0,1143,4664.0,0.23108625257580218,8000,96,0.1109316101238557,0.197,1,0,0,0,Low,Low
714304458,Existing Customer,44,M,3,High School,Married,$60K - $80K,36,2,2,1,3605.0,0,3605.0,0.17486017073888724,6800,78,0.21917070543887995,0.0,1,0,0,0,Low,Medium
819975183,Existing Customer,44,F,4,College,Single,$40K - $60K,39,2,1,3,17077.0,2179,14898.0,0.21725051516043567,7391,75,0.18982229402261713,0.128,0,0,0,1,Medium,Medium
785515533,Existing Customer,43,F,2,College,Married,Less than $40K,37,3,3,1,5380.0,1337,4043.0,0.24874889608478068,8947,93,0.15508885298869146,0.249,1,0,0,0,Low,Low
720712533,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,36,2,1,3,34516.0,761,33755.0,0.21077421254047687,7499,88,0.15374259558427575,0.022,0,1,0,0,High,High
709861008,Existing Customer,47,M,4,Post-Graduate,Married,$80K - $120K,30,3,3,1,27720.0,2414,25306.0,0.221371798645864,8520,89,0.15858912224017233,0.08700000000000001,1,0,0,0,High,Medium
713911233,Existing Customer,47,F,3,Doctorate,Single,$40K - $60K,39,3,2,1,18341.0,1060,17281.0,0.2113629673241095,7584,85,0.18847603661820142,0.058,0,0,0,1,Medium,Medium
712580958,Existing Customer,38,M,1,High School,Single,$120K +,30,2,1,1,27712.0,2130,25582.0,0.19252281424786577,7399,91,0.19305331179321486,0.077,1,0,0,0,High,Low
719473458,Existing Customer,46,M,3,High School,Single,$40K - $60K,42,3,2,1,8285.0,1359,6926.0,0.1866352664115396,7205,84,0.22240172320947768,0.164,1,0,0,0,Low,Medium
780707733,Existing Customer,41,M,1,Graduate,Married,$80K - $120K,30,3,3,2,34516.0,2109,32407.0,0.2069473064468649,6832,87,0.19009154550350027,0.061,1,0,0,0,High,Low
780620883,Existing Customer,49,F,2,Uneducated,Single,$40K - $60K,37,2,1,3,7045.0,1293,5752.0,0.18486900206064175,7381,98,0.16343564889606893,0.184,1,0,0,0,Low,Medium
720849708,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,37,3,3,1,14388.0,2517,11871.0,0.20871357079776273,7042,85,0.170974690360797,0.17500000000000002,1,0,0,0,Medium,Medium
789312033,Attrited Customer,48,F,4,Post-Graduate,Single,Less than $40K,38,3,3,3,3874.0,460,3414.0,0.30114807182808356,4921,51,0.17366720516962844,0.11900000000000001,1,0,0,0,Low,Medium
778742358,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,24,2,2,2,4752.0,0,4752.0,0.19988224904327348,7517,76,0.16612816370490038,0.0,1,0,0,0,Low,Medium
713425383,Attrited Customer,59,F,1,High School,Single,Less than $40K,46,2,3,2,7484.0,1939,5545.0,0.2926111274654107,4923,56,0.08966074313408724,0.259,1,0,0,0,Low,High
712029783,Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,36,2,2,1,34516.0,2253,32263.0,0.25110391521931114,7836,93,0.16235864297253635,0.065,0,0,0,1,High,Low
718893333,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,36,3,3,2,18336.0,2077,16259.0,0.2113629673241095,7509,84,0.17420570813139474,0.113,1,0,0,0,Medium,High
718567758,Existing Customer,41,M,1,College,Married,$40K - $60K,32,3,4,2,10682.0,1334,9348.0,0.2066529290550486,7332,92,0.16532040926225094,0.125,1,0,0,0,Low,Low
771719283,Existing Customer,39,F,4,Doctorate,Married,Less than $40K,27,2,1,1,8587.0,1324,7263.0,0.2640565204592287,8854,92,0.17312870220786217,0.154,1,0,0,0,Low,Low
717926358,Existing Customer,46,F,2,Graduate,Single,Less than $40K,30,3,1,0,5494.0,2142,3352.0,0.29849867530173685,8328,78,0.1973613354873452,0.39,1,0,0,0,Low,Medium
779751258,Existing Customer,45,F,2,Graduate,Married,Less than $40K,31,2,1,2,1946.0,1183,763.0,0.23726817780394469,8423,82,0.19063004846526657,0.608,1,0,0,0,Low,Medium
774491958,Existing Customer,53,M,3,High School,Single,$60K - $80K,47,2,1,3,6228.0,1738,4490.0,0.24403885781571977,8284,77,0.1626278944534195,0.279,1,0,0,0,Low,High
714166833,Existing Customer,44,F,3,Graduate,Single,Less than $40K,34,3,3,2,13609.0,1432,12177.0,0.2460994995584339,7796,77,0.2129779213785676,0.105,0,0,0,1,Medium,Medium
789681708,Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,33,3,1,3,34516.0,713,33803.0,0.22725934648219018,7750,82,0.1637049003769521,0.021,0,1,0,0,High,Medium
713102733,Existing Customer,38,F,3,Graduate,Single,Less than $40K,31,2,3,2,15987.0,1766,14221.0,0.23285251692670003,8195,94,0.18282175551965538,0.11,0,1,0,0,Medium,Low
715195383,Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,36,3,2,2,2391.0,1625,766.0,0.19487783338239625,7649,101,0.16235864297253635,0.68,1,0,0,0,Low,Medium
787226508,Existing Customer,47,M,2,College,Single,$60K - $80K,41,2,3,3,20811.0,1302,19509.0,0.23344127171033266,7192,82,0.19063004846526657,0.063,1,0,0,0,Medium,Medium
715170183,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,36,2,1,3,3735.0,2113,1622.0,0.20135413600235502,7059,82,0.15535810446957457,0.5660000000000001,1,0,0,0,Low,Medium
717109983,Existing Customer,50,F,2,High School,Married,$40K - $60K,39,3,2,2,2275.0,2138,137.0,0.2184280247277009,7768,83,0.19628432956381262,0.9400000000000001,1,0,0,0,Low,Medium
713208033,Existing Customer,43,F,3,High School,Married,Less than $40K,36,2,3,0,7350.0,1360,5990.0,0.21901677951133353,7679,64,0.18416801292407112,0.185,1,0,0,0,Low,Low
712788258,Existing Customer,48,M,3,College,Married,$40K - $60K,34,2,2,1,1913.0,1405,508.0,0.20576979687959968,7265,80,0.24367259019924611,0.734,1,0,0,0,Low,Medium
709235058,Existing Customer,46,M,4,College,Married,$40K - $60K,36,3,2,2,18956.0,1694,17262.0,0.2066529290550486,8032,88,0.17770597738287564,0.089,0,0,0,1,Medium,Medium
714786483,Existing Customer,45,M,4,College,Single,$60K - $80K,35,2,2,3,13445.0,1186,12259.0,0.1648513394171328,7377,82,0.1637049003769521,0.088,1,0,0,0,Medium,Medium
713299758,Existing Customer,53,M,1,High School,Single,Less than $40K,36,3,3,3,8979.0,1289,7690.0,0.19163968207241686,7422,87,0.18120624663435653,0.14400000000000002,1,0,0,0,Low,High
771912408,Existing Customer,49,F,2,Graduate,Married,Less than $40K,38,3,3,1,6674.0,1402,5272.0,0.20459228731233442,7468,92,0.16532040926225094,0.21,1,0,0,0,Low,Medium
721445658,Existing Customer,52,F,2,Post-Graduate,Single,Less than $40K,34,3,3,3,6265.0,1677,4588.0,0.22637621430674124,8162,89,0.15858912224017233,0.268,1,0,0,0,Low,High
719787633,Existing Customer,47,M,0,Graduate,Married,$80K - $120K,36,3,2,1,34516.0,1913,32603.0,0.24727700912569914,7535,92,0.18120624663435653,0.055,0,0,0,1,High,Medium
713697933,Existing Customer,47,M,2,Uneducated,Single,$80K - $120K,36,3,2,2,34516.0,1264,33252.0,0.2278481012658228,7827,77,0.14539579967689825,0.037,1,0,0,0,High,Medium
712208658,Existing Customer,43,M,2,High School,Single,$60K - $80K,33,1,2,1,13165.0,1255,11910.0,0.2384456873712099,8126,95,0.17959073774905765,0.095,1,0,0,0,Medium,Low
708219108,Existing Customer,49,M,3,College,Divorced,$80K - $120K,38,2,3,3,9959.0,1143,8816.0,0.19458345599057994,7300,77,0.17178244480344643,0.115,1,0,0,0,Low,Medium
709065483,Existing Customer,40,F,3,College,Divorced,$40K - $60K,28,2,2,3,9243.0,2019,7224.0,0.2081248160141301,7841,82,0.1637049003769521,0.218,1,0,0,0,Low,Low
715237683,Existing Customer,53,F,4,Graduate,Single,Less than $40K,44,1,1,3,4737.0,1649,3088.0,0.22019428907859875,7802,88,0.1324717285945073,0.34800000000000003,1,0,0,0,Low,High
788931558,Existing Customer,46,M,2,High School,Single,$40K - $60K,32,1,2,2,2000.0,1739,261.0,0.2416838386811893,7694,85,0.18847603661820142,0.87,1,0,0,0,Low,Medium
717521508,Existing Customer,41,M,3,High School,Single,$80K - $120K,28,2,2,0,34516.0,2098,32418.0,0.21960553429496615,6932,87,0.14162627894453422,0.061,0,1,0,0,High,Low
789298833,Existing Customer,51,M,2,Uneducated,Divorced,$80K - $120K,40,1,2,3,23453.0,0,23453.0,0.21401236385045627,7555,96,0.1545503500269252,0.0,1,0,0,0,High,High
715729683,Existing Customer,44,M,3,High School,Single,$120K +,36,1,2,2,34516.0,1106,33410.0,0.2284368560494554,7936,76,0.20651588583737213,0.032,0,0,0,1,High,Medium
717682233,Existing Customer,49,M,4,Uneducated,Married,$60K - $80K,36,1,2,2,6139.0,1585,4554.0,0.20989108036502796,7906,80,0.17043618739903071,0.258,1,0,0,0,Low,Medium
